id,input_title,recommended_id,recommended_title,genres,similarity_score,reason
ts21693,"Sister, Sister",ts86413,AJ and the Queen,comedy drama,0.0885,"similar genres: comedy, drama; shares cast members: Tia"
ts21693,"Sister, Sister",tm307910,What the Health,documentation,0.0684,shares cast members: Tia
ts20939,Moesha,ts20918,The Parkers,comedy,0.1711,similar genres: comedy
ts20939,Moesha,tm152839,Tim Allen: Men Are Pigs,comedy documentation,0.1655,similar genres: comedy; shares cast members: Allen
ts20939,Moesha,ts20358,Half & Half,comedy,0.1529,similar genres: comedy
ts20939,Moesha,ts52849,Horrid Henry,animation comedy family music fantasy european,0.1181,"similar genres: comedy, family"
ts20939,Moesha,ts63001,High Risk,comedy,0.1096,similar genres: comedy
ts21684,Heartbreak High,ts223589,"Sex, Explained",documentation,0.1847,similar description and thematic content
ts21684,Heartbreak High,ts10206,Ever After High,action animation comedy drama family fantasy music romance,0.1776,"similar genres: comedy, drama, romance"
ts21684,Heartbreak High,ts311915,Rebelde,drama romance family comedy music,0.1171,"similar genres: comedy, drama, romance"
ts21684,Heartbreak High,ts21465,Supernatural,scifi horror thriller drama fantasy,0.1164,similar genres: drama
ts21684,Heartbreak High,ts8308,Community,comedy,0.1148,similar genres: comedy
ts22080,Oggy and the Cockroaches,ts229537,The New Adventures of Oggy,comedy family action animation,0.2223,"similar genres: action, animation, comedy, family"
ts22080,Oggy and the Cockroaches,ts11794,The Cat in the Hat Knows a Lot About That!,animation family fantasy scifi comedy,0.0831,"similar genres: animation, comedy, family"
ts22080,Oggy and the Cockroaches,tm938466,Kitty Love: An Homage to Cats,documentation european,0.0636,similar genres: european
ts22080,Oggy and the Cockroaches,ts20457,The Legend of Korra,animation drama family scifi action fantasy comedy,0.0633,"similar genres: action, animation, comedy, family; shares cast members: Greg"
ts22080,Oggy and the Cockroaches,tm416105,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,comedy,0.0581,similar genres: comedy
tm67635,Kuch Kuch Hota Hai,tm36475,Kabhi Khushi Kabhie Gham,drama romance,0.317,"similar genres: drama, romance; shares cast members: Dastur, Farida, Himani, Jalal, Johnny, Kajol, Kapoor, Khan, Lever, Mukerji, Parzaan, Rani, Rukh, Shah, Shivpuri, Singh; same director (Karan Johar)"
tm67635,Kuch Kuch Hota Hai,tm144345,Kal Ho Naa Ho,drama romance comedy,0.2399,"similar genres: comedy, drama, romance; shares cast members: Farah, Kajol, Kapoor, Khan, Lagoo, Mukerji, Rani, Reema, Rukh, Shah, Singh"
tm67635,Kuch Kuch Hota Hai,tm73058,Om Shanti Om,thriller drama action comedy fantasy romance,0.2289,"similar genres: comedy, drama, romance; shares cast members: Farah, Kajol, Kapoor, Khan, Kher, Mukerji, Rani, Rukh, Salman, Shah"
tm67635,Kuch Kuch Hota Hai,tm42397,Hello Brother,comedy romance fantasy action,0.2177,"similar genres: comedy, romance; shares cast members: Kapoor, Khan, Mukerji, Rani, Salman"
tm67635,Kuch Kuch Hota Hai,tm178513,Bombay Talkies,drama romance,0.1998,"similar genres: drama, romance; shares cast members: Kapoor, Khan, Mukerji, Rani, Rukh, Shah, Singh"
tm320211,Children of God,ts56648,The Keepers,documentation thriller crime action drama,0.1479,similar genres: documentation
tm320211,Children of God,ts346959,Meltdown: Three Mile Island,documentation history,0.1351,similar genres: documentation
tm320211,Children of God,tm157609,Born in Gaza,documentation european,0.1262,similar genres: documentation
tm320211,Children of God,tm817087,#AnneFrank. Parallel Stories,drama history documentation,0.1181,"similar genres: documentation; shares cast members: Helen, Mirren"
tm320211,Children of God,ts87698,Examination of Conscience,documentation crime history,0.1136,similar genres: documentation
tm7073,Knight Rider 2000,ts22082,Knight Rider,scifi action crime drama,0.2133,"similar genres: action, scifi; shares cast members: David, Edward, Hasselhoff, Mulhare"
tm7073,Knight Rider 2000,ts82375,Beyblade Burst Turbo,scifi action,0.0754,"similar genres: action, scifi"
tm7073,Knight Rider 2000,tm44204,The Guns of Navarone,action drama war,0.0619,"similar genres: action; shares cast members: David, James, Jr., Norman"
tm7073,Knight Rider 2000,tm244149,The Irishman,crime drama history thriller,0.0617,"shares cast members: A., Clark, David, Eugene, F., James, Jr., Lou, Marco, Philip, Robert"
tm7073,Knight Rider 2000,tm452237,The Car: Road to Revenge,action horror thriller scifi,0.0588,"similar genres: action, scifi"
ts28516,Okupas,ts214463,"Los Briceño, una familia todo terreno",drama,0.1223,similar genres: drama
ts28516,Okupas,tm469025,Franco Escamilla: bienvenido al mundo,comedy,0.0972,shares cast members: Franco
ts28516,Okupas,tm883441,Money Heist: The Phenomenon,documentation,0.0837,"shares cast members: Alonso, Rodrigo, Serna, de, la"
ts28516,Okupas,ts56768,Money Heist,thriller action crime drama european,0.081,"similar genres: crime, drama; shares cast members: Alonso, Rodrigo, Serna, de, la"
ts28516,Okupas,tm148662,The Boss: Anatomy of a Crime,drama crime,0.0809,"similar genres: crime, drama; shares cast members: de"
tm117873,Hum Aapke Hain Koun..!,tm62385,Hum Saath Saath Hain,romance family fantasy drama,0.3327,"similar genres: drama, romance; shares cast members: Ajit, Alok, Behl, Dilip, Dinesh, Himani, Hingoo, Khan, Lagoo, Mohnish, Nath, Reema, Salman, Satish, Shah, Shivpuri; same director (Sooraj Barjatya)"
tm117873,Hum Aapke Hain Koun..!,tm67635,Kuch Kuch Hota Hai,romance comedy drama,0.1753,"similar genres: comedy, drama, romance; shares cast members: Anupam, Himani, Khan, Kher, Lagoo, Reema, Salman, Shah, Shivpuri"
tm117873,Hum Aapke Hain Koun..!,tm118438,Anjaam,romance crime thriller drama,0.1455,"similar genres: drama, romance; shares cast members: Dixit, Himani, Khan, Madhuri, Shah, Shivpuri"
tm117873,Hum Aapke Hain Koun..!,tm154729,Dedh Ishqiya,romance thriller comedy drama,0.1382,"similar genres: comedy, drama, romance; shares cast members: Dixit, Madhuri, Salman, Shah"
tm117873,Hum Aapke Hain Koun..!,tm88366,Main Hoon Na,drama action comedy romance thriller,0.1227,"similar genres: comedy, drama, romance; shares cast members: Bindu, Khan, Kher, Satish, Shah"
tm55100,Dil Se..,tm73058,Om Shanti Om,thriller drama action comedy fantasy romance,0.1317,"similar genres: drama, romance; shares cast members: Ali, Arora, Chakraborty, Karan, Khan, Malaika, Preity, Rukh, Sanjay, Shah, Zinta"
tm55100,Dil Se..,tm885470,My Next Guest with David Letterman and Shah Rukh Khan,,0.1155,"shares cast members: Khan, Rukh, Shah"
tm55100,Dil Se..,tm365824,Zero,romance drama comedy scifi thriller fantasy european,0.1148,"similar genres: drama, romance; shares cast members: Chaddha, Dhulia, Khan, Rukh, Shah, Sheeba, Tigmanshu"
tm55100,Dil Se..,tm93004,Yuva,crime action drama thriller,0.1065,"similar genres: drama; shares cast members: Arora, Khan, Mishra, Nag; same director (Mani Ratnam)"
tm55100,Dil Se..,tm192301,Minsara Kanavu,comedy romance drama,0.1063,"similar genres: drama, romance; shares cast members: Arundathi, Mohan, Nag, Rajiv, Shah, Vikram"
tm64817,Jerry Seinfeld: I'm Telling You for the Last Time,tm348568,Jerry Before Seinfeld,comedy documentation,0.2321,"similar genres: comedy, documentation; shares cast members: Ed, Jay, Jerry, Leno, Seinfeld"
tm64817,Jerry Seinfeld: I'm Telling You for the Last Time,tm887369,Jerry Seinfeld: 23 Hours to Kill,comedy,0.2056,"similar genres: comedy; shares cast members: Jerry, Seinfeld"
tm64817,Jerry Seinfeld: I'm Telling You for the Last Time,tm112381,Comedian,comedy documentation,0.1993,"similar genres: comedy, documentation; shares cast members: Garry, George, Jay, Jerry, Klein, Leno, Michael, Miller, Paul, Robert, Seinfeld, Shandling, Wallace"
tm64817,Jerry Seinfeld: I'm Telling You for the Last Time,tm215339,Ralphie May: Imperfectly Yours,comedy documentation,0.1833,"similar genres: comedy, documentation"
tm64817,Jerry Seinfeld: I'm Telling You for the Last Time,ts9794,Comedians in Cars Getting Coffee,comedy animation family,0.1781,"similar genres: comedy; shares cast members: Jerry, Seinfeld"
ts22039,H,ts52849,Horrid Henry,animation comedy family music fantasy european,0.103,similar genres: comedy
ts22039,H,ts20398,Kath & Kim,comedy,0.095,similar genres: comedy
ts22039,H,ts81944,The Comedy Lineup,comedy action,0.0807,similar genres: comedy
ts22039,H,tm1038355,The Last Mercenary,action comedy crime thriller,0.0789,"similar genres: comedy; shares cast members: Eric, Judor"
ts22039,H,ts215046,Capitani,crime drama thriller,0.077,shares cast members: Sophie
tm188606,Sankofa,tm851346,Residue,drama,0.0887,"similar genres: drama; shares cast members: Camara, Hasinatu"
tm188606,Sankofa,ts77654,Care Bears and Cousins,animation,0.0822,similar description and thematic content
tm188606,Sankofa,tm133374,The Blind Side,drama sport,0.0601,"similar genres: drama; shares cast members: Afemo, John, Nick, Omilami"
tm188606,Sankofa,tm452826,Poms,comedy drama sport,0.0589,"similar genres: drama; shares cast members: Afemo, Alexandra, Omilami"
tm188606,Sankofa,ts88744,Losers,documentation sport comedy european,0.0573,similar genres: european
tm41525,Herod's Law,tm1106044,100 días con la Tata,documentation family,0.1252,"shares cast members: Miguel, Muñoz, Ángel"
tm41525,Herod's Law,tm288499,Roma,drama european,0.1199,"shares cast members: Carlos, García, Gómez, Jorge, José, Luis, López, Manuel, de"
tm41525,Herod's Law,tm408892,Unbridled,thriller european,0.1194,"similar genres: thriller; shares cast members: José, Luis, López, Pedro, Sánchez, de, Ángel"
tm41525,Herod's Law,tm244207,Triple Frontier,thriller action crime drama,0.1083,"similar genres: crime, thriller; shares cast members: Carlos, Cruz, Gómez, Jr., Juan, Luis, López, Pedro, de"
tm41525,Herod's Law,tm316311,Wasp Network,thriller drama crime,0.1017,"similar genres: crime, thriller; shares cast members: Carlos, Cruz, Ernesto, García, Jorge, Juan, Lorenzo, Luis, López, Miguel, Rojas, Sánchez, de, Ángel"
tm189171,Wild Tango,ts188991,Someone Has to Die,drama thriller crime,0.1172,"similar genres: drama; shares cast members: Alterio, Cecilia, Ernesto"
tm189171,Wild Tango,ts63295,Vientos de agua,drama,0.1046,"similar genres: drama; shares cast members: Alterio, Ernesto, Héctor"
tm189171,Wild Tango,tm85549,Tito,documentation crime drama romance action,0.1015,"similar genres: drama, romance; shares cast members: Tito"
tm189171,Wild Tango,tm831873,The Crimes That Bind,crime drama thriller,0.0955,"similar genres: drama; shares cast members: Barrientos, Cecilia, Claudio"
tm189171,Wild Tango,tm864480,Unknown Origins,crime drama thriller comedy action,0.0932,"similar genres: drama; shares cast members: Alterio, Antonio, Cristina, David, Ernesto, Fernando, Latorre, Leonardo, Sbaraglia"
tm63514,The Last Days,ts74928,Einsatzgruppen: The Nazi Death Squads,documentation history war european,0.1433,"similar genres: documentation, history, war"
tm63514,The Last Days,tm1119455,Camp Confidential: America's Secret Nazis,documentation animation history,0.1188,"similar genres: documentation, history"
tm63514,The Last Days,tm429163,The Photographer of Mauthausen,thriller drama history war european,0.0752,"similar genres: drama, history, war"
tm63514,The Last Days,ts83663,A Taiwanese Tale of Two Cities,drama,0.0675,similar genres: drama; shares cast members: Irene
tm63514,The Last Days,tm818266,The Forgotten Battle,drama war history documentation european,0.0665,"similar genres: documentation, drama, history, war"
tm21911,Sam Kinison: Live in Vegas,tm533845,Sam Kinison: The Scream Continues,documentation,0.4079,"similar genres: documentation; shares cast members: Kinison, Sam"
tm21911,Sam Kinison: Live in Vegas,tm8687,Sam Kinison: Family Entertainment Hour,comedy,0.376,"similar genres: comedy; shares cast members: Kinison, Sam"
tm21911,Sam Kinison: Live in Vegas,tm21953,Sam Kinison: Breaking the Rules,comedy documentation,0.1849,"similar genres: comedy, documentation; shares cast members: Kinison, Sam"
tm21911,Sam Kinison: Live in Vegas,tm1042277,Sam Smith: Love Goes – Live at Abbey Road Studios,music documentation,0.1138,"similar genres: documentation, music; shares cast members: Sam"
tm21911,Sam Kinison: Live in Vegas,tm372891,Chris Rock: Tamborine,comedy documentation,0.1131,"similar genres: comedy, documentation"
tm188970,Bill Hicks: Revelations,tm128073,Bill Hicks: Relentless,comedy,0.4025,"similar genres: comedy; shares cast members: Bill, Hicks; same director (Chris Bould)"
tm188970,Bill Hicks: Revelations,tm132164,Bill Hicks: Sane Man,comedy,0.3919,"similar genres: comedy; shares cast members: Bill, Hicks"
tm188970,Bill Hicks: Revelations,tm235227,Bill Hicks: Reflections,documentation,0.3226,"similar genres: documentation; shares cast members: Bill, Hicks"
tm188970,Bill Hicks: Revelations,tm7135,Bill Hicks: One Night Stand,comedy,0.2521,"similar genres: comedy; shares cast members: Bill, Hicks"
tm188970,Bill Hicks: Revelations,tm452046,Hans Teeuwen: Echte Rancune,comedy,0.0858,similar genres: comedy
tm12876,Bombay,tm192301,Minsara Kanavu,comedy romance drama,0.1316,"similar genres: drama, romance; shares cast members: Arvind, Nassar, Prakash, Raj, Swamy, V."
tm12876,Bombay,tm211424,Dharam Sankat Mein,comedy drama family fantasy thriller,0.1179,similar genres: drama
tm12876,Bombay,tm55100,Dil Se..,drama romance,0.1044,"similar genres: drama, romance; shares cast members: Koirala, Manisha, Priya, Rao; same director (Mani Ratnam)"
tm12876,Bombay,tm242887,Sei,drama romance thriller action crime,0.1009,"similar genres: drama, romance; shares cast members: Nassar, Prakash, Raj, Rao"
tm12876,Bombay,tm144345,Kal Ho Naa Ho,drama romance comedy,0.0951,"similar genres: drama, romance; shares cast members: Anand, Bendre, Sonali"
ts224786,Escalona,tm275726,Carlos Ballarta: el amor es de putos,comedy,0.1276,shares cast members: Carlos
ts224786,Escalona,ts85451,45 RPM,drama music,0.1258,similar genres: drama; shares cast members: Carlos
ts224786,Escalona,ts237014,Her Mother's Killer,drama,0.1147,"similar genres: drama; shares cast members: Carlos, Juan, Moreno"
ts224786,Escalona,tm1013111,1000 Miles from Christmas,comedy romance fantasy family,0.0978,shares cast members: Vives
ts224786,Escalona,tm944331,Shawn Mendes: In Wonder,documentation music,0.0903,similar description and thematic content
tm62176,Mann,tm178513,Bombay Talkies,drama romance,0.194,"similar genres: drama, romance; shares cast members: Aamir, Anil, Kapoor, Khan, Mukerji, Rani"
tm62176,Mann,tm42397,Hello Brother,comedy romance fantasy action,0.1757,"similar genres: romance; shares cast members: Kapoor, Khan, Mukerji, Rani"
tm62176,Mann,tm129971,Luck by Chance,romance drama comedy,0.166,"similar genres: drama, romance; shares cast members: Aamir, Kapoor, Khan, Mukerji, Mushtaq, Rani"
tm62176,Mann,tm73058,Om Shanti Om,thriller drama action comedy fantasy romance,0.1606,"similar genres: drama, romance; shares cast members: Kapoor, Khan, Mukerji, Mushtaq, Rani"
tm62176,Mann,tm59289,Rowdy Rathore,action comedy crime,0.1491,"shares cast members: Ganatra, Kapoor, Khan, Mushtaq, Paresh"
tm52871,Soldier,tm38013,Players,thriller action crime,0.2683,"similar genres: action, thriller; shares cast members: Bobby, Deol; same director (Abbas Alibhai Burmawalla Mastan Alibhai Burmawalla)"
tm52871,Soldier,tm181092,Race 2,thriller action crime,0.1535,"similar genres: action, thriller; same director (Abbas Alibhai Burmawalla Mastan Alibhai Burmawalla)"
tm52871,Soldier,tm148910,Haider,action drama thriller crime,0.1304,"similar genres: action, drama, thriller; shares cast members: Ashish, Kharbanda, Kulbhushan, Narendra, Vidhyarthi"
tm52871,Soldier,tm33067,Race,drama action thriller crime comedy,0.1275,"similar genres: action, drama, thriller; shares cast members: Dalip, Tahil"
tm52871,Soldier,tm314602,Dushmani,romance action drama,0.1115,"similar genres: action, drama, romance; shares cast members: Deol"
tm8687,Sam Kinison: Family Entertainment Hour,tm533845,Sam Kinison: The Scream Continues,documentation,0.5286,"shares cast members: Bill, Kinison, Sam"
tm8687,Sam Kinison: Family Entertainment Hour,tm21911,Sam Kinison: Live in Vegas,comedy music documentation,0.376,"similar genres: comedy; shares cast members: Kinison, Sam"
tm8687,Sam Kinison: Family Entertainment Hour,tm21953,Sam Kinison: Breaking the Rules,comedy documentation,0.2032,"similar genres: comedy; shares cast members: Kinison, Sam; same director (Walter C. Miller)"
tm8687,Sam Kinison: Family Entertainment Hour,tm918026,Sam Jay: 3 in the Morning,comedy,0.0946,similar genres: comedy; shares cast members: Sam
tm8687,Sam Kinison: Family Entertainment Hour,tm1042277,Sam Smith: Love Goes – Live at Abbey Road Studios,music documentation,0.0876,shares cast members: Sam
tm104933,Sinbad: Son of a Preacher Man,tm64729,Sinbad: Nothin' but the Funk,comedy documentation,0.3953,"similar genres: comedy, documentation; shares cast members: Sinbad; same director (Chuck Vinson)"
tm104933,Sinbad: Son of a Preacher Man,tm184224,Sinbad: Afros and Bellbottoms,comedy documentation,0.3263,"similar genres: comedy, documentation; shares cast members: Sinbad"
tm104933,Sinbad: Son of a Preacher Man,tm244052,Sebastian Maniscalco: Why Would You Do That?,comedy,0.0924,similar genres: comedy
tm104933,Sinbad: Son of a Preacher Man,tm272413,Colin Quinn: The New York Story,comedy,0.092,similar genres: comedy
tm104933,Sinbad: Son of a Preacher Man,tm215054,Chris Tucker: Live,comedy documentation,0.0896,"similar genres: comedy, documentation"
tm184326,Damini,tm159912,Agneepath,drama action crime,0.0969,"similar genres: crime, drama; shares cast members: Anand, Hattangadi, Kapoor, Rohini, Tinnu"
tm184326,Damini,tm148910,Haider,action drama thriller crime,0.0966,"similar genres: crime, drama; shares cast members: Aamir, Kapoor, Khan, Kharbanda, Kulbhushan"
tm184326,Damini,tm152724,Kurbaan,thriller action drama crime romance sport,0.0952,"similar genres: crime, drama; shares cast members: Kapoor, Khan, Kharbanda, Kulbhushan, Puri"
tm184326,Damini,tm129971,Luck by Chance,romance drama comedy,0.0849,"similar genres: drama; shares cast members: Aamir, Kapoor, Khan, Rishi"
tm184326,Damini,tm118438,Anjaam,romance crime thriller drama,0.0787,"similar genres: crime, drama; shares cast members: Anand, Khan, Tinnu"
tm62385,Hum Saath Saath Hain,tm117873,Hum Aapke Hain Koun..!,drama romance comedy,0.3327,"similar genres: drama, romance; shares cast members: Ajit, Alok, Behl, Dilip, Dinesh, Himani, Hingoo, Khan, Lagoo, Mohnish, Nath, Reema, Salman, Satish, Shah, Shivpuri; same director (Sooraj Barjatya)"
tm62385,Hum Saath Saath Hain,tm178513,Bombay Talkies,drama romance,0.2056,"similar genres: drama, romance; shares cast members: Ali, Amrapurkar, Kapoor, Karisma, Khan, Sadashiv, Saif, Shah"
tm62385,Hum Saath Saath Hain,tm67635,Kuch Kuch Hota Hai,romance comedy drama,0.1944,"similar genres: drama, romance; shares cast members: Himani, Kapoor, Khan, Kothari, Lagoo, Neelam, Reema, Salman, Shah, Shivpuri"
tm62385,Hum Saath Saath Hain,tm73058,Om Shanti Om,thriller drama action comedy fantasy romance,0.1826,"similar genres: drama, fantasy, romance; shares cast members: Ali, Kapoor, Karisma, Khan, Saif, Salman, Satish, Shah, Tabu"
tm62385,Hum Saath Saath Hain,tm42397,Hello Brother,comedy romance fantasy action,0.1773,"similar genres: fantasy, romance; shares cast members: Kapoor, Khan, Salman, Shakti"
tm191614,Destiny,tm172504,"Darling, Something's Wrong with Your Head",drama romance war european,0.0827,"similar genres: drama, romance"
tm191614,Destiny,tm1055586,Lethal Love,thriller,0.0759,similar description and thematic content
tm191614,Destiny,ts90696,In the Bosom of a Thorn,drama,0.0703,similar genres: drama
tm191614,Destiny,tm375836,Adel Karam: Live from Beirut,comedy,0.0692,similar genres: comedy
tm191614,Destiny,tm47673,An Egyptian Story,drama fantasy,0.0658,"similar genres: drama; shares cast members: El-Sherif, Nour"
tm110766,Chronicle of a Disappearance,tm110923,Divine Intervention,romance comedy drama war,0.1721,"similar genres: drama; shares cast members: Daher, Elia, Suleiman; same director (Elia Suleiman)"
tm110766,Chronicle of a Disappearance,tm325610,Chris D'Elia: Man on Fire,comedy documentation,0.1357,similar description and thematic content
tm110766,Chronicle of a Disappearance,tm881891,Chris D'Elia: No Pain,comedy,0.131,similar description and thematic content
tm110766,Chronicle of a Disappearance,tm207734,Chris D'Elia: Incorrigible,comedy documentation,0.1101,similar description and thematic content
tm110766,Chronicle of a Disappearance,tm162259,Mars at Sunrise,drama,0.0951,"similar genres: drama; shares cast members: Ali, Suliman"
tm9898,Muthu,ts233530,Win the Wilderness: Alaska,documentation reality,0.1164,similar description and thematic content
tm9898,Muthu,tm110160,Avvai Shanmugi,drama comedy,0.1053,"similar genres: comedy, drama; shares cast members: K., Meena, Ravikumar, S., Senthil; same director (K. S. Ravikumar)"
tm9898,Muthu,tm848261,Aaviri,drama thriller,0.0681,"similar genres: drama; shares cast members: Babu, Ravi"
tm9898,Muthu,ts79234,The Boss Baby: Back in Business,action fantasy animation comedy family,0.0651,"similar genres: action, comedy"
tm9898,Muthu,ts291718,Pretty Smart,comedy drama romance,0.064,"similar genres: comedy, drama, romance"
tm47530,Jeans,tm464509,K. D.,drama,0.1181,similar genres: drama
tm47530,Jeans,ts53543,The Miracle,drama comedy fantasy music,0.0738,"similar genres: comedy, drama"
tm47530,Jeans,tm1195561,Kuttavum Shikshayum,crime drama thriller action,0.0679,similar genres: drama; shares cast members: Senthil
tm47530,Jeans,tm159094,Naan Sigappu Manithan,drama action thriller,0.0678,"similar genres: drama; shares cast members: Lakshmi, S."
tm47530,Jeans,ts215691,Teenage Bounty Hunters,comedy drama action crime,0.0676,"similar genres: comedy, drama"
tm57169,Monty Python: Live at Aspen,tm360904,The Meaning of Monty Python,documentation,0.5635,"similar genres: documentation; shares cast members: Cleese, Eric, Gilliam, Idle, John, Jones, Michael, Palin, Terry"
tm57169,Monty Python: Live at Aspen,tm148597,Monty Python: Live (Mostly),documentation comedy music,0.5207,"similar genres: comedy, documentation; shares cast members: Cleese, Eddie, Eric, Gilliam, Idle, Izzard, John, Jones, Michael, Palin, Terry"
tm57169,Monty Python: Live at Aspen,ts29199,Monty Python's Personal Best,comedy animation,0.4969,"similar genres: comedy; shares cast members: Chapman, Cleese, Eric, Gilliam, Graham, Idle, John, Jones, Michael, Palin, Terry"
tm57169,Monty Python: Live at Aspen,ts23808,Monty Python: Almost the Truth (The Lawyer's Cut),comedy documentation,0.4871,"similar genres: comedy, documentation; shares cast members: Chapman, Cleese, Eric, Gilliam, Graham, Idle, John, Jones, Michael, Palin, Terry"
tm57169,Monty Python: Live at Aspen,tm62924,Monty Python Live at the Hollywood Bowl,comedy documentation,0.4865,"similar genres: comedy, documentation; shares cast members: Chapman, Cleese, Eric, Gilliam, Graham, Idle, John, Jones, Michael, Palin, Terry"
tm192301,Minsara Kanavu,tm59289,Rowdy Rathore,action comedy crime,0.1667,"similar genres: comedy; shares cast members: Deva, Mohan, Nassar, Prabhu, Raj"
tm192301,Minsara Kanavu,tm33067,Race,drama action thriller crime comedy,0.1607,"similar genres: comedy, drama"
tm192301,Minsara Kanavu,tm186054,ABCD,music drama,0.1327,"similar genres: drama; shares cast members: Deva, Menon, Prabhu, Shah"
tm192301,Minsara Kanavu,tm12876,Bombay,drama romance,0.1316,"similar genres: drama, romance; shares cast members: Arvind, Nassar, Prakash, Raj, Swamy, V."
tm192301,Minsara Kanavu,tm468200,Uyare,drama,0.1144,"similar genres: drama; shares cast members: Menon, Prakash"
tm58893,Duplicate,tm27601,Phir Bhi Dil Hai Hindustani,comedy romance drama,0.22,"similar genres: comedy; shares cast members: Chawla, Juhi, Khan, Pradhan, Rukh, Saxena, Shah, Sharat, Vishwajeet"
tm58893,Duplicate,tm142153,Kisaan,drama thriller action crime,0.1674,"similar genres: action, crime, thriller; shares cast members: Khan, Pradhan, Saxena, Sharat, Vishwajeet"
tm58893,Duplicate,tm144345,Kal Ho Naa Ho,drama romance comedy,0.1652,"similar genres: comedy; shares cast members: Bendre, Kajol, Khan, Rukh, Shah, Sonali"
tm58893,Duplicate,tm885470,My Next Guest with David Letterman and Shah Rukh Khan,,0.1564,"shares cast members: Khan, Rukh, Shah"
tm58893,Duplicate,tm365824,Zero,romance drama comedy scifi thriller fantasy european,0.1513,"similar genres: comedy, thriller; shares cast members: Chawla, Juhi, Kajol, Khan, Rukh, Shah"
tm110160,Avvai Shanmugi,tm9898,Muthu,comedy drama action romance,0.1053,"similar genres: comedy, drama; shares cast members: K., Meena, Ravikumar, S., Senthil; same director (K. S. Ravikumar)"
tm110160,Avvai Shanmugi,tm811954,Nenjamundu Nermaiyundu Odu Raja,comedy romance drama,0.0905,"similar genres: comedy, drama; shares cast members: Aravind, Mohan, Ramesh"
tm110160,Avvai Shanmugi,tm138280,Sigaram Thodu,action thriller,0.0861,"shares cast members: K., Kovai, Ravikumar, S."
tm110160,Avvai Shanmugi,tm448707,CBI 5: The Brain,thriller crime,0.085,"shares cast members: Ramesh, Ravikumar"
tm110160,Avvai Shanmugi,tm46867,Kuselan,drama family comedy,0.0838,"similar genres: comedy, drama; shares cast members: K., Kavithalaya, Krishnan, Meena, Mohan, P., R., S., Vaiyapuri"
tm118438,Anjaam,tm67635,Kuch Kuch Hota Hai,romance comedy drama,0.1853,"similar genres: drama, romance; shares cast members: Himani, Johnny, Khan, Lever, Rukh, Shah, Shivpuri"
tm118438,Anjaam,tm36475,Kabhi Khushi Kabhie Gham,drama romance,0.1634,"similar genres: drama, romance; shares cast members: Himani, Johnny, Khan, Lever, Rukh, Shah, Shivpuri"
tm118438,Anjaam,tm885470,My Next Guest with David Letterman and Shah Rukh Khan,,0.1547,"shares cast members: Khan, Rukh, Shah"
tm118438,Anjaam,tm117873,Hum Aapke Hain Koun..!,drama romance comedy,0.1455,"similar genres: drama, romance; shares cast members: Dixit, Himani, Khan, Madhuri, Shah, Shivpuri"
tm118438,Anjaam,tm141117,Chalte Chalte,drama romance,0.1304,"similar genres: drama, romance; shares cast members: Johnny, Khan, Lever, Rukh, Shah"
tm424630,A Triumph of the Heart: The Ricky Bell Story,tm456667,Black,action,0.1192,similar description and thematic content
tm424630,A Triumph of the Heart: The Ricky Bell Story,tm491499,Fan of Amoory,drama,0.1099,similar genres: drama
tm424630,A Triumph of the Heart: The Ricky Bell Story,tm421161,W. Kamau Bell: Private School Negro,comedy,0.1049,similar description and thematic content
tm424630,A Triumph of the Heart: The Ricky Bell Story,tm162592,Asmaa,drama,0.084,similar genres: drama
tm424630,A Triumph of the Heart: The Ricky Bell Story,ts41149,The Ranch,comedy drama western,0.0773,similar genres: drama
tm27601,Phir Bhi Dil Hai Hindustani,tm58893,Duplicate,comedy action crime thriller,0.22,"similar genres: comedy; shares cast members: Chawla, Juhi, Khan, Pradhan, Rukh, Saxena, Shah, Sharat, Vishwajeet"
tm27601,Phir Bhi Dil Hai Hindustani,tm141117,Chalte Chalte,drama romance,0.2157,"similar genres: drama, romance; shares cast members: Johnny, Khan, Lever, Rukh, Satish, Shah; same director (Aziz Mirza)"
tm27601,Phir Bhi Dil Hai Hindustani,tm142153,Kisaan,drama thriller action crime,0.193,"similar genres: drama; shares cast members: Dalip, Khan, Pradhan, Saxena, Sharat, Tahil, Vishwajeet"
tm27601,Phir Bhi Dil Hai Hindustani,tm885470,My Next Guest with David Letterman and Shah Rukh Khan,,0.192,"shares cast members: Khan, Rukh, Shah"
tm27601,Phir Bhi Dil Hai Hindustani,tm88366,Main Hoon Na,drama action comedy romance thriller,0.1837,"similar genres: comedy, drama, romance; shares cast members: Khan, Punjabi, Rukh, Satish, Shah"
tm203186,Children of Shatila,tm254745,Frontiers of Dreams and Fears,documentation history,0.2727,"similar genres: documentation, history; same director (Mai Masri)"
tm203186,Children of Shatila,tm350044,A Man Returned,documentation,0.1799,similar genres: documentation
tm203186,Children of Shatila,tm1119455,Camp Confidential: America's Secret Nazis,documentation animation history,0.1334,"similar genres: documentation, history"
tm203186,Children of Shatila,tm365122,Benji,drama crime family,0.1165,similar description and thematic content
tm203186,Children of Shatila,tm157609,Born in Gaza,documentation european,0.1153,similar genres: documentation
